Using HT bins:  400-500-800-1000-99999	 Using MET bins: 125-150-250-350-99999
sf_ttwj_slSig_M2_H1_2b_err   0.0611686
sf_ttwj_slSig_M2_H1_3b   0.967839
sf_ttwj_slSig_M2_H1_3b_err   0.0452964
sf_ttwj_slSig_M2_H2_1b   0.944837
sf_ttwj_slSig_M2_H2_1b_err   0.0561367
sf_ttwj_slSig_M2_H2_2b   1.06395
sf_ttwj_slSig_M2_H2_2b_err   0.0568218
sf_ttwj_slSig_M2_H2_3b   1.0087
sf_ttwj_slSig_M2_H2_3b_err   0.0439171
sf_ttwj_slSig_M2_H3_1b   1.10687
sf_ttwj_slSig_M2_H3_1b_err   0.0940761
sf_ttwj_slSig_M2_H3_2b   1.42378
sf_ttwj_slSig_M2_H3_2b_err   0.237178
sf_ttwj_slSig_M2_H3_3b   1.21373
sf_ttwj_slSig_M2_H3_3b_err   0.12606
sf_ttwj_slSig_M2_H4_1b   1.26542
sf_ttwj_slSig_M2_H4_1b_err   0.177399
sf_ttwj_slSig_M2_H4_2b   1.82583
sf_ttwj_slSig_M2_H4_2b_err   0.484628
sf_ttwj_slSig_M2_H4_3b   1.38304
sf_ttwj_slSig_M2_H4_3b_err   0.219487
sf_ttwj_slSig_M3_H1_1b   0.718682
sf_ttwj_slSig_M3_H1_1b_err   0.150861
sf_ttwj_slSig_M3_H1_2b   0.913571
sf_ttwj_slSig_M3_H1_2b_err   0.0895602
sf_ttwj_slSig_M3_H1_3b   0.76204
sf_ttwj_slSig_M3_H1_3b_err   0.129505
sf_ttwj_slSig_M3_H2_1b   0.809913
sf_ttwj_slSig_M3_H2_1b_err   0.108497
sf_ttwj_slSig_M3_H2_2b   0.893716
sf_ttwj_slSig_M3_H2_2b_err   0.0815144
sf_ttwj_slSig_M3_H2_3b   0.836214
sf_ttwj_slSig_M3_H2_3b_err   0.0948729
sf_ttwj_slSig_M3_H3_1b   1.13545
sf_ttwj_slSig_M3_H3_1b_err   0.129849
sf_ttwj_slSig_M3_H3_2b   1.05995
sf_ttwj_slSig_M3_H3_2b_err   0.123555
sf_ttwj_slSig_M3_H3_3b   1.10093
sf_ttwj_slSig_M3_H3_3b_err   0.0979783
sf_ttwj_slSig_M3_H4_1b   1.11259
sf_ttwj_slSig_M3_H4_1b_err   0.160985
sf_ttwj_slSig_M3_H4_2b   1.55344
sf_ttwj_slSig_M3_H4_2b_err   0.419336
sf_ttwj_slSig_M3_H4_3b   1.1998
sf_ttwj_slSig_M3_H4_3b_err   0.166512
sf_ttwj_slSig_M4_H1_1b   0.444448
sf_ttwj_slSig_M4_H1_1b_err   0.28934
sf_ttwj_slSig_M4_H1_2b   1.59064
sf_ttwj_slSig_M4_H1_2b_err   0.479292
sf_ttwj_slSig_M4_H1_3b   0.486984
sf_ttwj_slSig_M4_H1_3b_err   0.268529
sf_ttwj_slSig_M4_H2_1b   0.59904
sf_ttwj_slSig_M4_H2_1b_err   0.210127
sf_ttwj_slSig_M4_H2_2b   0.629879
sf_ttwj_slSig_M4_H2_2b_err   0.201413
sf_ttwj_slSig_M4_H2_3b   0.616
sf_ttwj_slSig_M4_H2_3b_err   0.199995
sf_ttwj_slSig_M4_H3_1b   0.873103
sf_ttwj_slSig_M4_H3_1b_err   0.148584
sf_ttwj_slSig_M4_H3_2b   0.702232
sf_ttwj_slSig_M4_H3_2b_err   0.191678
sf_ttwj_slSig_M4_H3_3b   0.658404
sf_ttwj_slSig_M4_H3_3b_err   0.190899
sf_ttwj_slSig_M4_H4_1b   1.16744
sf_ttwj_slSig_M4_H4_1b_err   0.237812
sf_ttwj_slSig_M4_H4_2b   1.1037
sf_ttwj_slSig_M4_H4_2b_err   0.211737
sf_ttwj_slSig_M4_H4_3b   1.1451
sf_ttwj_slSig_M4_H4_3b_err   0.167135
sf_ee   1
sf_ee_err   0.12
sf_mm   1
sf_mm_err   0.15
btageff_err   0.1
ttwj_mc_ldpover0lep_ratio_M1_H1_1b   0.326123
ttwj_mc_ldpover0lep_ratio_M1_H1_1b_err   0.00709977
ttwj_mc_ldpover0lep_ratio_M1_H1_2b   0.276623
ttwj_mc_ldpover0lep_ratio_M1_H1_2b_err   0.00741719
ttwj_mc_ldpover0lep_ratio_M1_H1_3b   0.299759
ttwj_mc_ldpover0lep_ratio_M1_H1_3b_err   0.0242911
ttwj_mc_ldpover0lep_ratio_M1_H2_1b   0.686072
ttwj_mc_ldpover0lep_ratio_M1_H2_1b_err   0.0116583
ttwj_mc_ldpover0lep_ratio_M1_H2_2b   0.626686
ttwj_mc_ldpover0lep_ratio_M1_H2_2b_err   0.0137829
ttwj_mc_ldpover0lep_ratio_M1_H2_3b   0.618695
ttwj_mc_ldpover0lep_ratio_M1_H2_3b_err   0.0384602
ttwj_mc_ldpover0lep_ratio_M1_H3_1b   1.5372
ttwj_mc_ldpover0lep_ratio_M1_H3_1b_err   0.0657207
ttwj_mc_ldpover0lep_ratio_M1_H3_2b   1.53057
ttwj_mc_ldpover0lep_ratio_M1_H3_2b_err   0.085841
ttwj_mc_ldpover0lep_ratio_M1_H3_3b   1.40683
ttwj_mc_ldpover0lep_ratio_M1_H3_3b_err   0.202269
ttwj_mc_ldpover0lep_ratio_M1_H4_1b   3.08451
ttwj_mc_ldpover0lep_ratio_M1_H4_1b_err   0.190263
ttwj_mc_ldpover0lep_ratio_M1_H4_2b   3.9513
ttwj_mc_ldpover0lep_ratio_M1_H4_2b_err   0.332338
ttwj_mc_ldpover0lep_ratio_M1_H4_3b   4.46775
ttwj_mc_ldpover0lep_ratio_M1_H4_3b_err   0.958607
ttwj_mc_ldpover0lep_ratio_M2_H1_1b   0.184373
ttwj_mc_ldpover0lep_ratio_M2_H1_1b_err   0.00397918
ttwj_mc_ldpover0lep_ratio_M2_H1_2b   0.156518
ttwj_mc_ldpover0lep_ratio_M2_H1_2b_err   0.00434799
ttwj_mc_ldpover0lep_ratio_M2_H1_3b   0.179093
ttwj_mc_ldpover0lep_ratio_M2_H1_3b_err   0.015667
ttwj_mc_ldpover0lep_ratio_M2_H2_1b   0.412726
ttwj_mc_ldpover0lep_ratio_M2_H2_1b_err   0.00579864
ttwj_mc_ldpover0lep_ratio_M2_H2_2b   0.371912
ttwj_mc_ldpover0lep_ratio_M2_H2_2b_err   0.00694793
ttwj_mc_ldpover0lep_ratio_M2_H2_3b   0.361053
ttwj_mc_ldpover0lep_ratio_M2_H2_3b_err   0.0194756
ttwj_mc_ldpover0lep_ratio_M2_H3_1b   0.979006
ttwj_mc_ldpover0lep_ratio_M2_H3_1b_err   0.0294736
ttwj_mc_ldpover0lep_ratio_M2_H3_2b   0.965686
ttwj_mc_ldpover0lep_ratio_M2_H3_2b_err   0.038686
ttwj_mc_ldpover0lep_ratio_M2_H3_3b   1.02405
ttwj_mc_ldpover0lep_ratio_M2_H3_3b_err   0.1076
ttwj_mc_ldpover0lep_ratio_M2_H4_1b   1.96447
ttwj_mc_ldpover0lep_ratio_M2_H4_1b_err   0.0751592
ttwj_mc_ldpover0lep_ratio_M2_H4_2b   2.18962
ttwj_mc_ldpover0lep_ratio_M2_H4_2b_err   0.121486
ttwj_mc_ldpover0lep_ratio_M2_H4_3b   1.92362
ttwj_mc_ldpover0lep_ratio_M2_H4_3b_err   0.273747
ttwj_mc_ldpover0lep_ratio_M3_H1_1b   0.0757358
ttwj_mc_ldpover0lep_ratio_M3_H1_1b_err   0.0061942
ttwj_mc_ldpover0lep_ratio_M3_H1_2b   0.0465705
ttwj_mc_ldpover0lep_ratio_M3_H1_2b_err   0.00505235
ttwj_mc_ldpover0lep_ratio_M3_H1_3b   0.0165276
ttwj_mc_ldpover0lep_ratio_M3_H1_3b_err   0.00997237
ttwj_mc_ldpover0lep_ratio_M3_H2_1b   0.200159
ttwj_mc_ldpover0lep_ratio_M3_H2_1b_err   0.00695099
ttwj_mc_ldpover0lep_ratio_M3_H2_2b   0.166087
ttwj_mc_ldpover0lep_ratio_M3_H2_2b_err   0.00919615
ttwj_mc_ldpover0lep_ratio_M3_H2_3b   0.157027
ttwj_mc_ldpover0lep_ratio_M3_H2_3b_err   0.0225727
ttwj_mc_ldpover0lep_ratio_M3_H3_1b   0.518828
ttwj_mc_ldpover0lep_ratio_M3_H3_1b_err   0.0308249
ttwj_mc_ldpover0lep_ratio_M3_H3_2b   0.396748
ttwj_mc_ldpover0lep_ratio_M3_H3_2b_err   0.0303937
ttwj_mc_ldpover0lep_ratio_M3_H3_3b   0.499964
ttwj_mc_ldpover0lep_ratio_M3_H3_3b_err   0.109917
ttwj_mc_ldpover0lep_ratio_M3_H4_1b   1.01056
ttwj_mc_ldpover0lep_ratio_M3_H4_1b_err   0.0655278
ttwj_mc_ldpover0lep_ratio_M3_H4_2b   0.98048
ttwj_mc_ldpover0lep_ratio_M3_H4_2b_err   0.0873293
ttwj_mc_ldpover0lep_ratio_M3_H4_3b   1.25581
ttwj_mc_ldpover0lep_ratio_M3_H4_3b_err   0.302077
ttwj_mc_ldpover0lep_ratio_M4_H1_1b   0.0259019
ttwj_mc_ldpover0lep_ratio_M4_H1_1b_err   0.00684895
ttwj_mc_ldpover0lep_ratio_M4_H1_2b   0.03813
ttwj_mc_ldpover0lep_ratio_M4_H1_2b_err   0.0178225
ttwj_mc_ldpover0lep_ratio_M4_H1_3b   0
ttwj_mc_ldpover0lep_ratio_M4_H1_3b_err   0
ttwj_mc_ldpover0lep_ratio_M4_H2_1b   0.100315
ttwj_mc_ldpover0lep_ratio_M4_H2_1b_err   0.00859487
ttwj_mc_ldpover0lep_ratio_M4_H2_2b   0.0977213
ttwj_mc_ldpover0lep_ratio_M4_H2_2b_err   0.0146237
ttwj_mc_ldpover0lep_ratio_M4_H2_3b   0.05301
ttwj_mc_ldpover0lep_ratio_M4_H2_3b_err   0.0268568
ttwj_mc_ldpover0lep_ratio_M4_H3_1b   0.307813
ttwj_mc_ldpover0lep_ratio_M4_H3_1b_err   0.0288281
ttwj_mc_ldpover0lep_ratio_M4_H3_2b   0.211832
ttwj_mc_ldpover0lep_ratio_M4_H3_2b_err   0.0351979
ttwj_mc_ldpover0lep_ratio_M4_H3_3b   0.251896
ttwj_mc_ldpover0lep_ratio_M4_H3_3b_err   0.0948447
ttwj_mc_ldpover0lep_ratio_M4_H4_1b   0.59732
ttwj_mc_ldpover0lep_ratio_M4_H4_1b_err   0.0501628
ttwj_mc_ldpover0lep_ratio_M4_H4_2b   0.577505
ttwj_mc_ldpover0lep_ratio_M4_H4_2b_err   0.0712635
ttwj_mc_ldpover0lep_ratio_M4_H4_3b   0.661061
ttwj_mc_ldpover0lep_ratio_M4_H4_3b_err   0.242914
znn_mc_ldpover0lep_ratio_M1_H1_1b   0.265373
znn_mc_ldpover0lep_ratio_M1_H1_1b_err   0.01687
znn_mc_ldpover0lep_ratio_M1_H1_2b   0.265373
znn_mc_ldpover0lep_ratio_M1_H1_2b_err   0.01687
znn_mc_ldpover0lep_ratio_M1_H1_3b   0.265373
znn_mc_ldpover0lep_ratio_M1_H1_3b_err   0.01687
znn_mc_ldpover0lep_ratio_M1_H2_1b   0.460235
znn_mc_ldpover0lep_ratio_M1_H2_1b_err   0.0258833
znn_mc_ldpover0lep_ratio_M1_H2_2b   0.460235
znn_mc_ldpover0lep_ratio_M1_H2_2b_err   0.0258833
znn_mc_ldpover0lep_ratio_M1_H2_3b   0.460235
znn_mc_ldpover0lep_ratio_M1_H2_3b_err   0.0258833
znn_mc_ldpover0lep_ratio_M1_H3_1b   0.69017
znn_mc_ldpover0lep_ratio_M1_H3_1b_err   0.0966042
znn_mc_ldpover0lep_ratio_M1_H3_2b   0.69017
znn_mc_ldpover0lep_ratio_M1_H3_2b_err   0.0966042
znn_mc_ldpover0lep_ratio_M1_H3_3b   0.69017
znn_mc_ldpover0lep_ratio_M1_H3_3b_err   0.0966042
znn_mc_ldpover0lep_ratio_M1_H4_1b   1.56785
znn_mc_ldpover0lep_ratio_M1_H4_1b_err   0.284326
znn_mc_ldpover0lep_ratio_M1_H4_2b   1.56785
znn_mc_ldpover0lep_ratio_M1_H4_2b_err   0.284326
znn_mc_ldpover0lep_ratio_M1_H4_3b   1.56785
znn_mc_ldpover0lep_ratio_M1_H4_3b_err   0.284326
znn_mc_ldpover0lep_ratio_M2_H1_1b   0.158031
znn_mc_ldpover0lep_ratio_M2_H1_1b_err   0.00830469
znn_mc_ldpover0lep_ratio_M2_H1_2b   0.158031
znn_mc_ldpover0lep_ratio_M2_H1_2b_err   0.00830469
znn_mc_ldpover0lep_ratio_M2_H1_3b   0.158031
znn_mc_ldpover0lep_ratio_M2_H1_3b_err   0.00830469
znn_mc_ldpover0lep_ratio_M2_H2_1b   0.276792
znn_mc_ldpover0lep_ratio_M2_H2_1b_err   0.0120166
znn_mc_ldpover0lep_ratio_M2_H2_2b   0.276792
znn_mc_ldpover0lep_ratio_M2_H2_2b_err   0.0120166
znn_mc_ldpover0lep_ratio_M2_H2_3b   0.276792
znn_mc_ldpover0lep_ratio_M2_H2_3b_err   0.0120166
znn_mc_ldpover0lep_ratio_M2_H3_1b   0.555341
znn_mc_ldpover0lep_ratio_M2_H3_1b_err   0.0517242
znn_mc_ldpover0lep_ratio_M2_H3_2b   0.555341
znn_mc_ldpover0lep_ratio_M2_H3_2b_err   0.0517242
znn_mc_ldpover0lep_ratio_M2_H3_3b   0.555341
znn_mc_ldpover0lep_ratio_M2_H3_3b_err   0.0517242
znn_mc_ldpover0lep_ratio_M2_H4_1b   0.797798
znn_mc_ldpover0lep_ratio_M2_H4_1b_err   0.0936344
znn_mc_ldpover0lep_ratio_M2_H4_2b   0.797798
znn_mc_ldpover0lep_ratio_M2_H4_2b_err   0.0936344
znn_mc_ldpover0lep_ratio_M2_H4_3b   0.797798
znn_mc_ldpover0lep_ratio_M2_H4_3b_err   0.0936344
znn_mc_ldpover0lep_ratio_M3_H1_1b   0.0447824
znn_mc_ldpover0lep_ratio_M3_H1_1b_err   0.00734716
znn_mc_ldpover0lep_ratio_M3_H1_2b   0.0447824
znn_mc_ldpover0lep_ratio_M3_H1_2b_err   0.00734716
znn_mc_ldpover0lep_ratio_M3_H1_3b   0.0447824
znn_mc_ldpover0lep_ratio_M3_H1_3b_err   0.00734716
znn_mc_ldpover0lep_ratio_M3_H2_1b   0.119478
znn_mc_ldpover0lep_ratio_M3_H2_1b_err   0.0110332
znn_mc_ldpover0lep_ratio_M3_H2_2b   0.119478
znn_mc_ldpover0lep_ratio_M3_H2_2b_err   0.0110332
znn_mc_ldpover0lep_ratio_M3_H2_3b   0.119478
znn_mc_ldpover0lep_ratio_M3_H2_3b_err   0.0110332
znn_mc_ldpover0lep_ratio_M3_H3_1b   0.332187
znn_mc_ldpover0lep_ratio_M3_H3_1b_err   0.0543851
znn_mc_ldpover0lep_ratio_M3_H3_2b   0.332187
znn_mc_ldpover0lep_ratio_M3_H3_2b_err   0.0543851
znn_mc_ldpover0lep_ratio_M3_H3_3b   0.332187
znn_mc_ldpover0lep_ratio_M3_H3_3b_err   0.0543851
znn_mc_ldpover0lep_ratio_M3_H4_1b   0.661127
znn_mc_ldpover0lep_ratio_M3_H4_1b_err   0.109188
znn_mc_ldpover0lep_ratio_M3_H4_2b   0.661127
znn_mc_ldpover0lep_ratio_M3_H4_2b_err   0.109188
znn_mc_ldpover0lep_ratio_M3_H4_3b   0.661127
znn_mc_ldpover0lep_ratio_M3_H4_3b_err   0.109188
znn_mc_ldpover0lep_ratio_M4_H1_1b   0.00366449
znn_mc_ldpover0lep_ratio_M4_H1_1b_err   0.00261666
znn_mc_ldpover0lep_ratio_M4_H1_2b   0.00366449
znn_mc_ldpover0lep_ratio_M4_H1_2b_err   0.00261666
znn_mc_ldpover0lep_ratio_M4_H1_3b   0.00366449
znn_mc_ldpover0lep_ratio_M4_H1_3b_err   0.00261666
znn_mc_ldpover0lep_ratio_M4_H2_1b   0.039063
znn_mc_ldpover0lep_ratio_M4_H2_1b_err   0.00735635
znn_mc_ldpover0lep_ratio_M4_H2_2b   0.039063
znn_mc_ldpover0lep_ratio_M4_H2_2b_err   0.00735635
znn_mc_ldpover0lep_ratio_M4_H2_3b   0.039063
znn_mc_ldpover0lep_ratio_M4_H2_3b_err   0.00735635
znn_mc_ldpover0lep_ratio_M4_H3_1b   0.0960238
znn_mc_ldpover0lep_ratio_M4_H3_1b_err   0.0249028
znn_mc_ldpover0lep_ratio_M4_H3_2b   0.0960238
znn_mc_ldpover0lep_ratio_M4_H3_2b_err   0.0249028
znn_mc_ldpover0lep_ratio_M4_H3_3b   0.0960238
znn_mc_ldpover0lep_ratio_M4_H3_3b_err   0.0249028
znn_mc_ldpover0lep_ratio_M4_H4_1b   0.32352
znn_mc_ldpover0lep_ratio_M4_H4_1b_err   0.0629801
znn_mc_ldpover0lep_ratio_M4_H4_2b   0.32352
znn_mc_ldpover0lep_ratio_M4_H4_2b_err   0.0629801
znn_mc_ldpover0lep_ratio_M4_H4_3b   0.32352
znn_mc_ldpover0lep_ratio_M4_H4_3b_err   0.0629801
N_VVmc_0lep_M1_H1_1b   17.4284
N_VVmc_0lep_M1_H1_2b   2.27711
N_VVmc_0lep_M1_H1_3b   0.0191884
N_VVmc_0lep_M1_H2_1b   11.2889
N_VVmc_0lep_M1_H2_2b   1.44263
N_VVmc_0lep_M1_H2_3b   0.187225
N_VVmc_0lep_M1_H3_1b   1.28838
N_VVmc_0lep_M1_H3_2b   0.171115
N_VVmc_0lep_M1_H3_3b   0.0331846
N_VVmc_0lep_M1_H4_1b   0.384497
N_VVmc_0lep_M1_H4_2b   0.00544707
N_VVmc_0lep_M1_H4_3b   0
N_VVmc_0lep_M2_H1_1b   27.7227
N_VVmc_0lep_M2_H1_2b   4.56086
N_VVmc_0lep_M2_H1_3b   0.363684
N_VVmc_0lep_M2_H2_1b   18.6236
N_VVmc_0lep_M2_H2_2b   3.66348
N_VVmc_0lep_M2_H2_3b   0.249582
N_VVmc_0lep_M2_H3_1b   2.80642
N_VVmc_0lep_M2_H3_2b   0.142317
N_VVmc_0lep_M2_H3_3b   0.0510379
N_VVmc_0lep_M2_H4_1b   1.21105
N_VVmc_0lep_M2_H4_2b   0.0629437
N_VVmc_0lep_M2_H4_3b   0.0213219
N_VVmc_0lep_M3_H1_1b   6.87034
N_VVmc_0lep_M3_H1_2b   1.42126
N_VVmc_0lep_M3_H1_3b   0.0459707
N_VVmc_0lep_M3_H2_1b   5.59464
N_VVmc_0lep_M3_H2_2b   1.11556
N_VVmc_0lep_M3_H2_3b   0.133719
N_VVmc_0lep_M3_H3_1b   0.777192
N_VVmc_0lep_M3_H3_2b   0.0452258
N_VVmc_0lep_M3_H3_3b   0.000458844
N_VVmc_0lep_M3_H4_1b   0.281149
N_VVmc_0lep_M3_H4_2b   0.0285196
N_VVmc_0lep_M3_H4_3b   0.0121586
N_VVmc_0lep_M4_H1_1b   1.0799
N_VVmc_0lep_M4_H1_2b   0.351464
N_VVmc_0lep_M4_H1_3b   0
N_VVmc_0lep_M4_H2_1b   4.12095
N_VVmc_0lep_M4_H2_2b   0.622305
N_VVmc_0lep_M4_H2_3b   0
N_VVmc_0lep_M4_H3_1b   0.493229
N_VVmc_0lep_M4_H3_2b   0.0391718
N_VVmc_0lep_M4_H3_3b   0
N_VVmc_0lep_M4_H4_1b   0.963924
N_VVmc_0lep_M4_H4_2b   0.118259
N_VVmc_0lep_M4_H4_3b   0.0122588
N_VVmc_1lepSig_M1_H1_1b   0.492821
N_VVmc_1lepSig_M1_H1_2b   0
N_VVmc_1lepSig_M1_H1_3b   0.0098823
N_VVmc_1lepSig_M1_H2_1b   0.130712
N_VVmc_1lepSig_M1_H2_2b   0.520393
N_VVmc_1lepSig_M1_H2_3b   0
N_VVmc_1lepSig_M1_H3_1b   0.123411
N_VVmc_1lepSig_M1_H3_2b   0
N_VVmc_1lepSig_M1_H3_3b   0
N_VVmc_1lepSig_M1_H4_1b   0.0881402
N_VVmc_1lepSig_M1_H4_2b   0
N_VVmc_1lepSig_M1_H4_3b   0
N_VVmc_1lepSig_M2_H1_1b   1.31148
N_VVmc_1lepSig_M2_H1_2b   0.283463
N_VVmc_1lepSig_M2_H1_3b   0
N_VVmc_1lepSig_M2_H2_1b   0.70913
N_VVmc_1lepSig_M2_H2_2b   0.288185
N_VVmc_1lepSig_M2_H2_3b   0
N_VVmc_1lepSig_M2_H3_1b   0.200742
N_VVmc_1lepSig_M2_H3_2b   0
N_VVmc_1lepSig_M2_H3_3b   0
N_VVmc_1lepSig_M2_H4_1b   0.06103
N_VVmc_1lepSig_M2_H4_2b   0
N_VVmc_1lepSig_M2_H4_3b   0
N_VVmc_1lepSig_M3_H1_1b   0.0430957
N_VVmc_1lepSig_M3_H1_2b   0.146651
N_VVmc_1lepSig_M3_H1_3b   0
N_VVmc_1lepSig_M3_H2_1b   0.434531
N_VVmc_1lepSig_M3_H2_2b   0
N_VVmc_1lepSig_M3_H2_3b   0
N_VVmc_1lepSig_M3_H3_1b   0
N_VVmc_1lepSig_M3_H3_2b   0.12692
N_VVmc_1lepSig_M3_H3_3b   0
N_VVmc_1lepSig_M3_H4_1b   0
N_VVmc_1lepSig_M3_H4_2b   0
N_VVmc_1lepSig_M3_H4_3b   0
N_VVmc_1lepSig_M4_H1_1b   0.197762
N_VVmc_1lepSig_M4_H1_2b   0
N_VVmc_1lepSig_M4_H1_3b   0
N_VVmc_1lepSig_M4_H2_1b   0.143859
N_VVmc_1lepSig_M4_H2_2b   0
N_VVmc_1lepSig_M4_H2_3b   0
N_VVmc_1lepSig_M4_H3_1b   0.0459707
N_VVmc_1lepSig_M4_H3_2b   0
N_VVmc_1lepSig_M4_H3_3b   0
N_VVmc_1lepSig_M4_H4_1b   0.163153
N_VVmc_1lepSig_M4_H4_2b   0
N_VVmc_1lepSig_M4_H4_3b   0
N_VVmc_1lep_M1_H1_1b   13.6983
N_VVmc_1lep_M1_H1_2b   2.6186
N_VVmc_1lep_M1_H1_3b   0
N_VVmc_1lep_M1_H2_1b   9.994
N_VVmc_1lep_M1_H2_2b   1.75674
N_VVmc_1lep_M1_H2_3b   0.31973
N_VVmc_1lep_M1_H3_1b   0.963272
N_VVmc_1lep_M1_H3_2b   0.130473
N_VVmc_1lep_M1_H3_3b   0
N_VVmc_1lep_M1_H4_1b   0.853222
N_VVmc_1lep_M1_H4_2b   0.13563
N_VVmc_1lep_M1_H4_3b   0
N_VVmc_1lep_M2_H1_1b   26.9355
N_VVmc_1lep_M2_H1_2b   3.0581
N_VVmc_1lep_M2_H1_3b   0.128979
N_VVmc_1lep_M2_H2_1b   23.4012
N_VVmc_1lep_M2_H2_2b   3.82649
N_VVmc_1lep_M2_H2_3b   0.43093
N_VVmc_1lep_M2_H3_1b   3.43835
N_VVmc_1lep_M2_H3_2b   0.660527
N_VVmc_1lep_M2_H3_3b   0
N_VVmc_1lep_M2_H4_1b   1.51274
N_VVmc_1lep_M2_H4_2b   0.170203
N_VVmc_1lep_M2_H4_3b   0
N_VVmc_1lep_M3_H1_1b   5.98906
N_VVmc_1lep_M3_H1_2b   1.05627
N_VVmc_1lep_M3_H1_3b   0
N_VVmc_1lep_M3_H2_1b   6.39957
N_VVmc_1lep_M3_H2_2b   1.8104
N_VVmc_1lep_M3_H2_3b   0
N_VVmc_1lep_M3_H3_1b   1.00217
N_VVmc_1lep_M3_H3_2b   0.126054
N_VVmc_1lep_M3_H3_3b   0
N_VVmc_1lep_M3_H4_1b   0.652615
N_VVmc_1lep_M3_H4_2b   0.0645844
N_VVmc_1lep_M3_H4_3b   0
N_VVmc_1lep_M4_H1_1b   0.558583
N_VVmc_1lep_M4_H1_2b   0.198493
N_VVmc_1lep_M4_H1_3b   0
N_VVmc_1lep_M4_H2_1b   3.01285
N_VVmc_1lep_M4_H2_2b   0.371522
N_VVmc_1lep_M4_H2_3b   0.0908962
N_VVmc_1lep_M4_H3_1b   1.17603
N_VVmc_1lep_M4_H3_2b   0.047959
N_VVmc_1lep_M4_H3_3b   0.123188
N_VVmc_1lep_M4_H4_1b   0.405808
N_VVmc_1lep_M4_H4_2b   0.0742153
N_VVmc_1lep_M4_H4_3b   0
N_VVmc_ldp_M1_H1_1b   14.7429
N_VVmc_ldp_M1_H1_2b   1.67533
N_VVmc_ldp_M1_H1_3b   0.0191049
N_VVmc_ldp_M1_H2_1b   18.2587
N_VVmc_ldp_M1_H2_2b   2.52074
N_VVmc_ldp_M1_H2_3b   0.34269
N_VVmc_ldp_M1_H3_1b   2.7003
N_VVmc_ldp_M1_H3_2b   0.416813
N_VVmc_ldp_M1_H3_3b   0.0114142
N_VVmc_ldp_M1_H4_1b   3.01828
N_VVmc_ldp_M1_H4_2b   0.428566
N_VVmc_ldp_M1_H4_3b   0
N_VVmc_ldp_M2_H1_1b   11.8662
N_VVmc_ldp_M2_H1_2b   1.54392
N_VVmc_ldp_M2_H1_3b   0.0121272
N_VVmc_ldp_M2_H2_1b   22.7191
N_VVmc_ldp_M2_H2_2b   2.68322
N_VVmc_ldp_M2_H2_3b   0.198636
N_VVmc_ldp_M2_H3_1b   4.90088
N_VVmc_ldp_M2_H3_2b   0.568086
N_VVmc_ldp_M2_H3_3b   0.0731886
N_VVmc_ldp_M2_H4_1b   4.46404
N_VVmc_ldp_M2_H4_2b   0.77547
N_VVmc_ldp_M2_H4_3b   0.044555
N_VVmc_ldp_M3_H1_1b   0.672458
N_VVmc_ldp_M3_H1_2b   0.0115879
N_VVmc_ldp_M3_H1_3b   0
N_VVmc_ldp_M3_H2_1b   3.44869
N_VVmc_ldp_M3_H2_2b   0.489608
N_VVmc_ldp_M3_H2_3b   0
N_VVmc_ldp_M3_H3_1b   0.795746
N_VVmc_ldp_M3_H3_2b   0
N_VVmc_ldp_M3_H3_3b   0
N_VVmc_ldp_M3_H4_1b   0.898121
N_VVmc_ldp_M3_H4_2b   0.182226
N_VVmc_ldp_M3_H4_3b   0
N_VVmc_ldp_M4_H1_1b   0.06103
N_VVmc_ldp_M4_H1_2b   0
N_VVmc_ldp_M4_H1_3b   0
N_VVmc_ldp_M4_H2_1b   0.378539
N_VVmc_ldp_M4_H2_2b   0.171475
N_VVmc_ldp_M4_H2_3b   0
N_VVmc_ldp_M4_H3_1b   0.440923
N_VVmc_ldp_M4_H3_2b   0
N_VVmc_ldp_M4_H3_3b   0
N_VVmc_ldp_M4_H4_1b   1.26082
N_VVmc_ldp_M4_H4_2b   0.0798483
N_VVmc_ldp_M4_H4_3b   0
trigeff_val_0L_M1_H1   0.611111
trigeff_err_0L_M1_H1   0.0716282
trigeff_val_0L_M1_H2   0.722222
trigeff_err_0L_M1_H2   0.105819
trigeff_val_0L_M1_H3   1
trigeff_err_0L_M1_H3   0.01
trigeff_val_0L_M1_H4   1
trigeff_err_0L_M1_H4   0.01
trigeff_val_0L_M2_H1   0.757576
trigeff_err_0L_M2_H1   0.0554178
trigeff_val_0L_M2_H2   0.833333
trigeff_err_0L_M2_H2   0.0513951
trigeff_val_0L_M2_H3   1
trigeff_err_0L_M2_H3   0.01
trigeff_val_0L_M2_H4   1
trigeff_err_0L_M2_H4   0.01
trigeff_val_0L_M3_H1   1
trigeff_err_0L_M3_H1   0.01
trigeff_val_0L_M3_H2   1
trigeff_err_0L_M3_H2   0.01
trigeff_val_0L_M3_H3   1
trigeff_err_0L_M3_H3   0.01
trigeff_val_0L_M3_H4   1
trigeff_err_0L_M3_H4   0.01
trigeff_val_0L_M4_H1   1
trigeff_err_0L_M4_H1   0.01
trigeff_val_0L_M4_H2   1
trigeff_err_0L_M4_H2   0.01
trigeff_val_0L_M4_H3   1
trigeff_err_0L_M4_H3   0.01
trigeff_val_0L_M4_H4   1
trigeff_err_0L_M4_H4   0.01
trigeff_val_1L_M1_H1   0.906515
trigeff_err_1L_M1_H1   0.1209
